7,,,,,,,,,,,,,Internal Medicine - Script,,,,Cardiology,,,,Dentistry,,,,Other,,
Location,Group,Business Name,Contact,Phone #,Address,email address,NG sent email with hiring letter,last con date,last con person,Note,Partner Status,Emailed,Called,Materials Dropped,DVM VISTED 1,Emailed,Called,Materials Dropped,DVM VISTED 1,Emailed,Called,Materials Dropped,DVM VISTED 1,Emailed,Called,Materials Dropped,DVM VISTED 1
West LA./Palisades,,Palisades Animal Clinic,"Dr. Dana DePerno, Dr. Lisa Newell, Dr. Cecile Mercado",310.454.6503,"16636 Marquez Ave, Pacific Palisades, CA 90272",information@malibuvets.com,11/7,6/1/2023,,"6/17- Spoke to Charlotte and she said that 10 vets have access to this email, I asked for the head vet but she said they all have access- NG",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
West LA./Palisades,,Value Vet Westwood,,310.446.3908,"1278 Westwood Blvd, Los Angeles, CA 90024","All locations:   westwood@myvaluevet.com, canogapark@myvaluevet.com, picoshelter@verizon.net",11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
West LA./Palisades,,West LA Vet Group,Dr. Hsiang-ling Chang,310.478.5915,"10749 W Pico Blvd, Los Angeles, CA 90064",info@wlavg.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
West LA./Palisades,,Westside Pet Clinic,"Dr. Gary Adams, Ino Cheng, RVT, Edgar ""Tony"" Pineda,Veterinary Technician,",310.451.7425,"1304 Wilshire Blvd, Santa Monica, CA 90403",info@westsidepetclinic.com,"11/7, 12/9/2022",6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
West LA./Palisades,,Vet Skin and Ear,"Dr. Austin Richman, Anna Satorious",310.855.3499,"11335 Santa Monica Blvd, Los Angeles, CA 90025",info@vetskinear.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
West LA./Palisades,,VCA Animal Medical Center of Southern California,,(310) 575-5656,"2340 S Sepulveda Blvd, Los Angeles, CA 90064","vcaamcsocal@vca.com, Alan.Schulma@vca.com, Jenny.Youngblood@vca.com, William.Husky@vca.com",11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Culver City,THRIVE,Access LA,Dr. Rebecca Wong,310.558.6100,"9599 Jefferson Blvd, Culver City CA 90232",cserv@accessla.org,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Santa Monica,VCA,VCA TLC Animal Hospital,,310.859.4852,"8725 Santa Monica Blvd, WHollywood CA 90069","ian.hannigan@vca.com, adora.min@vca.com, linda.shim@gmail.com, daisy.tigler@vca.com, eliza.yashari@vca.com",11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
South Bay,,Bay Animal Hospital,,310.545.6596,"1801 North Sepulveda blvd, Manhattan Beach CA 90266","frontdesk@bayanimalhosp.com, sgoodell@bayanimalhosp.com, jbailey@bayanimalhosp.com, sgilliam@bayanimalhosp.com, jmatsuoka@bayanimalhosp.com, aimeson@bayanimalhosp.com, rtalpalatsky@bayanimalhosp.com",11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Irvine,,Blue Pet Hospital,"Wayne Berry, Vivian Chiang DVM, Autumn Denison DVM, Megan Doan DVM, Scarlette Donovan VTS ",949.833.9020,"1371 Reynolds Ave., Irvine, CA 92614",info.irvine@bluepearlvet.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Comforting Creatures,,310.438.6734,"5113 1/2 Lincoln Ave Los Angeles, CA",,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deep Valley,,Family Veterinary,Dr. Shukman,818.438.4096,,familyveterinaryinc@gmail.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Gemcore Vet Services,Dr. Leticia Gonzalez,818.626.4964,"21701 Devonshire St Suite F, Chatsworth, CA 91311",gemcorevetservices@gmail.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BH/WHollywood,,Laurel Pet Hospital,"TODD CALSYN, VMD, TONY EBLING, VMD, MEREDITH RETTINGER, DVM, ALLISON PANG, DVM, JD CALSYN, VMD, DACVIM, JASON BALARA, DVM, DACVS, ",323.654.7060,"7970 Santa Monica Blvd, West Hollywood, CA 90046",lph@laurelpethospital.com,11/9,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Los Angeles Vet Center,,"(323) 685-7131","109 N Boyle Ave, Los Angeles, CA 90033"," info.laveterinarycenter@gmail.com 
",11/7,6/1/2023,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Metropolitan Animal Specialty Hospital,"Dr. Domenico Bianco, Dr. Joseph V. Bisignano, "," (855) 350-7387","6565 Santa Monica Blvd, Los Angeles, CA 90038",,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
South Bay,,Redondo Shores Veterinary Center,,(310) 540-5588,"701 S Pacific Coast Hwy, Redondo Beach, CA 90277",info@redondoshoresvet.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Serenity Vet Care,"Dr. Benjamin Rosnick, Dr. Lindsey Wendt, Mayela Villalobos VT, Dr. Jordan Davis-Powell, Dr. Angela Randall,"," (310) 990-1571",,"info@serenityvetcare.com
",11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Marina/Venice/LAX,,Shanes Vet Med Center,Dr. Shane,310.305.7297,"4816 Lincoln Blvd, Marina Del Rey, CA 90292",shanevmc@gmail.com,11/7,6/1/2023,,drop off brochures on 3/1/22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Shiloh Vet Hospital,,,,,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,T.H.E. Cat hospital,,310.773.9286,,same as The Cat Pratice,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Marina/Venice/LAX,,The Cat Hospital,"Dr. Elston, Dr. Blair",310.773.9286,"Marina Square, 4716B Lincoln Boulevard
Marina del Rey, CA 90292",marina@thecathospital.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Santa Monica,,The Paw Project,"Lisa Hsuan, DVM","(310) 795-6215","1507 7th St, Santa Monica, CA 90406","info@pawproject.org
",11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hollywood,,The Veterinary Care Center,"Dr. Karen Heard, Dr. Gary Latos, Dr. Robert Goldman, Dr. Christian Amezcua, Dr. Carrie Bagshaw, Dr. Keri Franco, Dr. Christian Paxton, Dr. Yuko Nishiyama, Dr. Alexandra Orenich, Dr. Odeliah Bouganim, Jacqueline Delacruz Head Technician,",(323) 919-6666,"6455 Santa Monica Blvd, Los Angeles, CA 90038",info@veterinarycarecenter.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,The Village Vet,"DR. MICHELLE FULLER, DR. JANE KELLY, DR. ROXANNE LEBRUN","(323) 666-9838","2839 Hyperion Ave, Los Angeles, CA 90027",INFO@VILLAGEVET.LA,11/7,6/1/2023,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Valley,,TrueCare for Pets,"Dr. Soto, Dr. Chaplow, Dr. Lottati, Dr. Quarterman, ",(818) 760-3882,"11730 Ventura Blvd, Los Angeles, CA 91604",team@truecareforpets.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Two Hand Four Paws,Dr. Morgan Dixon,310.475.8555,"2440 Federal Ave, LA",info@twohandsfourpaws.com,11/7,6/1/2023,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLINICS ADDDED BY NG,,,,,,,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Emerald Animal Clinic,Dr. Anahita,(310) 564-0013,"11560 W Olympic Blvd, Los Angeles, CA 90064","info@emeraldanimal.com, Dr. Anahita",11/7,6/1/2023,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,LA Pet Clinic,Dr. Reina Gaetan,(323) 461-3575,"5853 Melrose Ave, Los Angeles, CA 90038",,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Marina/Venice/LAX,,One Vet Marine Del Ray,,(844) 531-0203,"13428 Maxella Ave #770, Marina Del Rey, CA 90292",,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Santa Monica,,Greentree Vet Services,Dr. Susan Greenbaum,(424) 253-4140,"1860 10th St, Santa Monica, CA 90404",,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Shelter Vet,,(310) 473-4295,"11361 W Pico Blvd, Los Angeles, CA 90064",,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Culver City,,Fox Hills Animal Services,"DR. WEFKI GIRGIS, DR. ANDREW GIRGIS,",(310) 397-4883,"5558 Sepulveda Blvd, Culver City, CA 90230",info@foxhillsah.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
South Bay,,El Segundo Animal Hospital,"Dr. Andrew M. Streiber, Stephanie Checel, DVM,",(310) 606-8811,"240 Center St, El Segundo, CA 90245",reception@elsegundoah.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Culver City,,Sepulveda Animal Hospital,"Yves Galea, D.V.M., Helene Tolliver, D.V.M.,",(310) 397-0774,"4300 Sepulveda Blvd, Culver City, CA 90230",info@sepulvedaanimalhospital.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,California Animal Rehabilitation,"Jessica H. Waldman, VMD, CVA, CCRT, Justine Ma, DVM, CVA, Carissa Hoffman, DVM, CVA, Dr. Ava Kent, DVM, CVA, Dr. Karen Rabin, DVM, CVMA,",(310) 998-2273,"2237 Colby Ave, Los Angeles, CA 90064",info@CalAnimalRehab.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BH/WHollywood,,Modern Animal,"Dr. Christie Long, DVM, Steven Eidelman Founder, CEO",(424) 228-9929,"8122 Beverly Blvd, Los Angeles, CA 90048",hello@modernanimal.com,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Culver City,,Overland Vet,"Dr. Daniel Lee, Dr. Vallard Forsythe, Dr. Kim Bhuta, Dr. Esmeralda Cano",(310) 559-2424,"3465 Overland Ave, Los Angeles, CA 90034",,11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Central LA,,"Larchmont Animal Clinic doctors names are in next column, click to see them","Dr. Ciganek, Dr. Horowitz, Josh Hartman Mealey, Tech, Josh Hartman Mealey, Receptionist",(323) 463-4889,"316 N Larchmont Blvd, Los Angeles, CA 90004","info@larchmontvet.com, click on D column to see doctors' names",11/7,6/1/2023,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
